Orders,Activity,Timestamp,Items,Customers,Packages,amount_of_items
990971,9,2019-11-07 11:35:18,['883910'],14,,1
990978,9,2019-11-07 11:35:53,['883932'],8,,1
990990,7,2019-11-07 11:42:46,['883983'],10,,1
990997,8,2019-11-07 11:48:56,"['884012', '884013', '884011', '884010']",0,,4
990990,7,2019-11-07 11:56:15,['883981'],10,,1
990974,7,2019-11-07 12:02:30,['883922'],6,,1
990996,7,2019-11-07 12:05:55,['884008'],4,,1
990891,1,2019-11-07 12:05:55,"['883894', '883911', '883891', '883586', '883892', '883893']",14,660627,6
990967,1,2019-11-07 12:05:55,"['883894', '883911', '883891', '883586', '883892', '883893']",14,660627,6
990971,1,2019-11-07 12:05:55,"['883894', '883911', '883891', '883586', '883892', '883893']",14,660627,6
990988,7,2019-11-07 12:12:35,['883967'],8,,1
990974,9,2019-11-07 12:19:20,['883919'],6,,1
990990,10,2019-11-07 12:36:03,"['883980', '883982', '883826', '883772', '883978', '883856']",10,660626,6
990962,10,2019-11-07 12:36:03,"['883980', '883982', '883826', '883772', '883978', '883856']",10,660626,6
990953,10,2019-11-07 12:36:03,"['883980', '883982', '883826', '883772', '883978', '883856']",10,660626,6
990940,10,2019-11-07 12:36:03,"['883980', '883982', '883826', '883772', '883978', '883856']",10,660626,6
990985,9,2019-11-07 12:57:36,['883955'],4,,1
990997,0,2019-11-07 13:33:41,"['884012', '884013', '884011', '884010']",0,,4
990979,5,2019-11-07 13:43:05,"['883934', '883933', '883935', '883936']",13,,4
990998,8,2019-11-07 13:57:39,['884014'],16,,1
990786,10,2019-11-07 14:03:52,"['883956', '883636', '883162', '883844']",4,660625,4
990906,10,2019-11-07 14:03:52,"['883956', '883636', '883162', '883844']",4,660625,4
990958,10,2019-11-07 14:03:52,"['883956', '883636', '883162', '883844']",4,660625,4
990985,10,2019-11-07 14:03:52,"['883956', '883636', '883162', '883844']",4,660625,4
990930,5,2019-11-07 14:05:28,"['883730', '883734', '883735', '883732', '883733', '883731']",15,,6
990983,7,2019-11-07 14:11:43,['883948'],1,,1
990993,7,2019-11-07 14:13:34,['883995'],3,,1
990973,4,2019-11-07 14:13:36,"['883961', '883918', '883915', '883960', '883916', '883598', '883917']",2,660624,7
990895,4,2019-11-07 14:13:36,"['883961', '883918', '883915', '883960', '883916', '883598', '883917']",2,660624,7
990987,4,2019-11-07 14:13:36,"['883961', '883918', '883915', '883960', '883916', '883598', '883917']",2,660624,7
990977,5,2019-11-07 14:33:08,"['883929', '883928']",0,,2
990880,6,2019-11-07 14:36:41,"['883535', '883534', '883536']",6,,3
990989,7,2019-11-07 14:49:16,['883977'],0,,1
990996,7,2019-11-07 15:01:26,['884003'],4,,1
990986,5,2019-11-07 15:32:01,['883958'],12,,1
990763,4,2019-11-07 15:33:13,"['883863', '883864', '883862', '883078', '883861']",7,660616,5
990963,4,2019-11-07 15:33:13,"['883863', '883864', '883862', '883078', '883861']",7,660616,5
990961,3,2019-11-07 15:40:59,['883855'],13,,1
990982,7,2019-11-07 15:50:25,['883943'],1,,1
990902,1,2019-11-07 15:50:25,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990952,1,2019-11-07 15:50:25,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990993,1,2019-11-07 15:50:25,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990949,1,2019-11-07 15:50:25,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990981,1,2019-11-07 15:50:25,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990915,1,2019-11-07 15:50:25,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990949,7,2019-11-07 15:52:45,['883811'],3,,1
990991,0,2019-11-07 15:57:19,"['883987', '883985', '883984', '883986']",11,,4
990994,3,2019-11-07 16:03:10,['883999'],7,,1
990988,0,2019-11-07 16:03:32,"['883969', '883966', '883971', '883967', '883968', '883973', '883970', '883972']",8,,8
990988,7,2019-11-07 16:14:04,['883972'],8,,1
990999,8,2019-11-07 16:15:05,"['884016', '884015']",16,,2
990994,9,2019-11-07 16:39:43,['883999'],7,,1
990966,7,2019-11-07 16:41:08,['883889'],12,,1
990942,7,2019-11-07 16:51:03,['883784'],8,,1
990954,5,2019-11-07 17:08:33,"['883831', '883829', '883830']",12,,3
990988,7,2019-11-07 17:09:42,['883970'],8,,1
990948,9,2019-11-07 17:17:13,['883808'],12,,1
990980,7,2019-11-07 17:46:59,['883937'],2,,1
990967,5,2019-11-07 17:49:23,"['883894', '883891', '883892', '883893']",14,,4
991000,8,2019-11-07 17:49:58,"['884017', '884018']",6,,2
990997,7,2019-11-07 17:54:53,['884013'],0,,1
990907,7,2019-11-07 17:59:05,['883642'],10,,1
990954,1,2019-11-07 17:59:05,"['883561', '883886', '883829', '883805', '883889', '883830']",12,660629,6
990966,1,2019-11-07 17:59:05,"['883561', '883886', '883829', '883805', '883889', '883830']",12,660629,6
990948,1,2019-11-07 17:59:05,"['883561', '883886', '883829', '883805', '883889', '883830']",12,660629,6
990886,1,2019-11-07 17:59:05,"['883561', '883886', '883829', '883805', '883889', '883830']",12,660629,6
990935,7,2019-11-07 18:04:24,['883750'],8,,1
990997,3,2019-11-07 18:08:04,['884011'],0,,1
990998,0,2019-11-07 18:35:27,['884014'],16,,1
990891,10,2019-11-07 18:57:16,"['883894', '883911', '883891', '883586', '883892', '883893']",14,660627,6
990967,10,2019-11-07 18:57:16,"['883894', '883911', '883891', '883586', '883892', '883893']",14,660627,6
990971,10,2019-11-07 18:57:16,"['883894', '883911', '883891', '883586', '883892', '883893']",14,660627,6
991001,8,2019-11-07 20:09:29,"['884019', '884022', '884023', '884020', '884024', '884021']",13,,6
990902,10,2019-11-07 20:31:07,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990952,10,2019-11-07 20:31:07,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990993,10,2019-11-07 20:31:07,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990949,10,2019-11-07 20:31:07,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990981,10,2019-11-07 20:31:07,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990915,10,2019-11-07 20:31:07,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990993,7,2019-11-07 21:08:35,['883993'],3,,1
991001,7,2019-11-07 21:54:22,['884020'],13,,1
991002,8,2019-11-07 22:58:32,['884025'],2,,1
990993,0,2019-11-08 09:00:12,"['883997', '883995', '883994', '883993', '883992', '883996', '883991']",3,,7
990921,4,2019-11-08 09:16:52,"['883762', '883816', '883928', '883138', '883929', '883975', '883703', '883976']",0,660623,8
990989,4,2019-11-08 09:16:52,"['883762', '883816', '883928', '883138', '883929', '883975', '883703', '883976']",0,660623,8
990937,4,2019-11-08 09:16:52,"['883762', '883816', '883928', '883138', '883929', '883975', '883703', '883976']",0,660623,8
990780,4,2019-11-08 09:16:52,"['883762', '883816', '883928', '883138', '883929', '883975', '883703', '883976']",0,660623,8
990977,4,2019-11-08 09:16:52,"['883762', '883816', '883928', '883138', '883929', '883975', '883703', '883976']",0,660623,8
990950,4,2019-11-08 09:16:52,"['883762', '883816', '883928', '883138', '883929', '883975', '883703', '883976']",0,660623,8
991001,7,2019-11-08 09:28:18,['884019'],13,,1
990979,7,2019-11-08 09:31:19,['883934'],13,,1
991003,8,2019-11-08 09:48:39,"['884026', '884029', '884030', '884028', '884031', '884027']",6,,6
990970,7,2019-11-08 09:50:07,['883908'],5,,1
990979,1,2019-11-08 09:50:07,"['883934', '883774', '883933', '884019', '883936', '884020']",13,660630,6
991001,1,2019-11-08 09:50:07,"['883934', '883774', '883933', '884019', '883936', '884020']",13,660630,6
990941,1,2019-11-08 09:50:07,"['883934', '883774', '883933', '884019', '883936', '884020']",13,660630,6
990994,0,2019-11-08 09:52:04,"['883998', '883999', '884000']",7,,3
990999,0,2019-11-08 09:52:40,"['884016', '884015']",16,,2
990980,5,2019-11-08 09:57:43,"['883938', '883937']",2,,2
990979,10,2019-11-08 09:58:15,"['883934', '883774', '883933', '884019', '883936', '884020']",13,660630,6
991001,10,2019-11-08 09:58:15,"['883934', '883774', '883933', '884019', '883936', '884020']",13,660630,6
990941,10,2019-11-08 09:58:15,"['883934', '883774', '883933', '884019', '883936', '884020']",13,660630,6
990884,4,2019-11-08 10:09:51,['883548'],9,660618,1
990999,7,2019-11-08 10:17:11,['884015'],16,,1
990997,7,2019-11-08 10:34:06,['884012'],0,,1
990961,9,2019-11-08 10:38:04,['883855'],13,,1
991000,0,2019-11-08 10:47:45,"['884017', '884018']",6,,2
990944,5,2019-11-08 10:53:40,"['883792', '883797', '883795', '883791', '883796', '883793', '883789', '883790', '883794']",12,,9
990954,10,2019-11-08 11:09:34,"['883561', '883886', '883829', '883805', '883889', '883830']",12,660629,6
990966,10,2019-11-08 11:09:34,"['883561', '883886', '883829', '883805', '883889', '883830']",12,660629,6
990948,10,2019-11-08 11:09:34,"['883561', '883886', '883829', '883805', '883889', '883830']",12,660629,6
990886,10,2019-11-08 11:09:34,"['883561', '883886', '883829', '883805', '883889', '883830']",12,660629,6
990786,2,2019-11-08 11:17:26,"['883956', '883636', '883162', '883844']",4,660625,4
990906,2,2019-11-08 11:17:26,"['883956', '883636', '883162', '883844']",4,660625,4
990958,2,2019-11-08 11:17:26,"['883956', '883636', '883162', '883844']",4,660625,4
990985,2,2019-11-08 11:17:26,"['883956', '883636', '883162', '883844']",4,660625,4
991001,7,2019-11-08 11:18:42,['884021'],13,,1
990992,9,2019-11-08 11:23:11,['883989'],2,,1
990916,7,2019-11-08 11:32:43,['883682'],1,,1
991004,8,2019-11-08 11:57:06,"['884033', '884034', '884035', '884032']",12,,4
990989,5,2019-11-08 11:59:40,"['883977', '883974', '883975', '883976']",0,,4
990993,7,2019-11-08 12:21:20,['883991'],3,,1
991003,0,2019-11-08 12:46:23,"['884026', '884029', '884030', '884028', '884031', '884027']",6,,6
990997,9,2019-11-08 13:05:16,['884011'],0,,1
990990,4,2019-11-08 13:45:20,"['883980', '883982', '883826', '883772', '883978', '883856']",10,660626,6
990962,4,2019-11-08 13:45:20,"['883980', '883982', '883826', '883772', '883978', '883856']",10,660626,6
990953,4,2019-11-08 13:45:20,"['883980', '883982', '883826', '883772', '883978', '883856']",10,660626,6
990940,4,2019-11-08 13:45:20,"['883980', '883982', '883826', '883772', '883978', '883856']",10,660626,6
991004,7,2019-11-08 13:48:39,['884035'],12,,1
990972,1,2019-11-08 13:48:39,"['883985', '883912']",11,660631,2
990991,1,2019-11-08 13:48:39,"['883985', '883912']",11,660631,2
990985,7,2019-11-08 13:49:18,['883954'],4,,1
991003,5,2019-11-08 14:09:28,"['884026', '884029', '884030', '884028', '884031', '884027']",6,,6
990988,9,2019-11-08 14:13:08,['883973'],8,,1
991005,8,2019-11-08 14:13:59,"['884036', '884037', '884040', '884039', '884038']",9,,5
990962,5,2019-11-08 14:50:59,"['883858', '883860', '883859', '883857', '883856']",10,,5
990987,7,2019-11-08 14:54:03,['883962'],2,,1
990974,1,2019-11-08 14:54:03,"['883804', '883922', '883923', '883871', '883870']",6,660632,5
990964,1,2019-11-08 14:54:03,"['883804', '883922', '883923', '883871', '883870']",6,660632,5
990947,1,2019-11-08 14:54:03,"['883804', '883922', '883923', '883871', '883870']",6,660632,5
991005,0,2019-11-08 14:55:55,"['884036', '884037', '884040', '884039', '884038']",9,,5
990989,7,2019-11-08 14:58:15,['883974'],0,,1
991000,7,2019-11-08 15:06:50,['884018'],6,,1
990982,7,2019-11-08 15:08:25,['883944'],1,,1
990946,7,2019-11-08 15:28:44,['883801'],12,,1
990987,9,2019-11-08 15:31:01,['883964'],2,,1
991003,7,2019-11-08 15:39:41,['884027'],6,,1
990916,1,2019-11-08 15:39:41,"['883682', '883944', '883949', '883948', '883943', '883946', '883947']",1,660633,7
990982,1,2019-11-08 15:39:41,"['883682', '883944', '883949', '883948', '883943', '883946', '883947']",1,660633,7
990983,1,2019-11-08 15:39:41,"['883682', '883944', '883949', '883948', '883943', '883946', '883947']",1,660633,7
990998,7,2019-11-08 15:44:57,['884014'],16,,1
990916,10,2019-11-08 15:46:15,"['883682', '883944', '883949', '883948', '883943', '883946', '883947']",1,660633,7
990982,10,2019-11-08 15:46:15,"['883682', '883944', '883949', '883948', '883943', '883946', '883947']",1,660633,7
990983,10,2019-11-08 15:46:15,"['883682', '883944', '883949', '883948', '883943', '883946', '883947']",1,660633,7
991006,8,2019-11-08 15:47:45,"['884046', '884043', '884047', '884044', '884041', '884045', '884042']",3,,7
990960,9,2019-11-08 16:00:11,['883853'],11,,1
991001,7,2019-11-08 16:08:25,['884024'],13,,1
990902,4,2019-11-08 16:18:24,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990952,4,2019-11-08 16:18:24,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990993,4,2019-11-08 16:18:24,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990949,4,2019-11-08 16:18:24,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990981,4,2019-11-08 16:18:24,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
990915,4,2019-11-08 16:18:24,"['883820', '883812', '883813', '883821', '883941', '883995', '883624', '883676']",3,660628,8
991003,3,2019-11-08 16:26:20,['884029'],6,,1
990990,7,2019-11-08 16:37:12,['883979'],10,,1
990999,7,2019-11-08 16:45:42,['884016'],16,,1
991000,7,2019-11-08 16:50:30,['884017'],6,,1
990978,7,2019-11-08 17:02:16,['883932'],8,,1
990979,2,2019-11-08 17:06:40,"['883934', '883774', '883933', '884019', '883936', '884020']",13,660630,6
991001,2,2019-11-08 17:06:40,"['883934', '883774', '883933', '884019', '883936', '884020']",13,660630,6
990941,2,2019-11-08 17:06:40,"['883934', '883774', '883933', '884019', '883936', '884020']",13,660630,6
990955,5,2019-11-08 17:13:56,"['883833', '883837', '883836', '883834', '883835', '883832']",5,,6
990916,4,2019-11-08 17:16:26,"['883682', '883944', '883949', '883948', '883943', '883946', '883947']",1,660633,7
990982,4,2019-11-08 17:16:26,"['883682', '883944', '883949', '883948', '883943', '883946', '883947']",1,660633,7
990983,4,2019-11-08 17:16:26,"['883682', '883944', '883949', '883948', '883943', '883946', '883947']",1,660633,7
990991,3,2019-11-08 17:19:32,['883984'],11,,1
990997,7,2019-11-08 17:37:49,['884010'],0,,1
990975,1,2019-11-08 17:37:49,"['883924', '883925', '884000']",7,660634,3
990994,1,2019-11-08 17:37:49,"['883924', '883925', '884000']",7,660634,3
990975,10,2019-11-08 17:43:37,"['883924', '883925', '884000']",7,660634,3
990994,10,2019-11-08 17:43:37,"['883924', '883925', '884000']",7,660634,3
991006,7,2019-11-08 17:50:00,['884046'],3,,1
991007,8,2019-11-08 17:55:18,"['884049', '884050', '884048']",12,,3
991004,7,2019-11-08 17:57:05,['884032'],12,,1
991004,7,2019-11-08 19:46:00,['884033'],12,,1
990988,1,2019-11-08 19:46:00,"['883968', '883972', '883969', '883966', '883967', '883932', '883784', '883931', '883750', '883970']",8,660635,10
990978,1,2019-11-08 19:46:00,"['883968', '883972', '883969', '883966', '883967', '883932', '883784', '883931', '883750', '883970']",8,660635,10
990935,1,2019-11-08 19:46:00,"['883968', '883972', '883969', '883966', '883967', '883932', '883784', '883931', '883750', '883970']",8,660635,10
990942,1,2019-11-08 19:46:00,"['883968', '883972', '883969', '883966', '883967', '883932', '883784', '883931', '883750', '883970']",8,660635,10
990947,5,2019-11-08 19:53:02,"['883803', '883804']",6,,2
991008,8,2019-11-08 20:25:29,"['884052', '884053', '884051']",10,,3
991001,0,2019-11-08 21:52:13,"['884019', '884022', '884023', '884020', '884024', '884021']",13,,6
991009,8,2019-11-08 23:50:48,"['884056', '884057', '884054', '884055', '884058']",7,,5
991010,8,2019-11-09 23:32:12,"['884059', '884065', '884064', '884061', '884062', '884063', '884060']",4,,7
990879,6,2019-11-10 10:14:29,"['883533', '883532', '883531', '883530', '883528', '883529']",6,,6
990890,6,2019-11-10 20:32:56,"['883579', '883580', '883578']",12,,3
991011,8,2019-11-10 23:26:26,"['884071', '884070', '884069', '884067', '884068', '884066']",10,,6
990970,1,2019-11-11 00:00:00,"['883901', '883908', '883900', '883953', '883896', '883952', '883951']",5,660636,7
990968,1,2019-11-11 00:00:00,"['883901', '883908', '883900', '883953', '883896', '883952', '883951']",5,660636,7
990984,1,2019-11-11 00:00:00,"['883901', '883908', '883900', '883953', '883896', '883952', '883951']",5,660636,7
990969,1,2019-11-11 00:00:00,"['883901', '883908', '883900', '883953', '883896', '883952', '883951']",5,660636,7
990979,4,2019-11-11 08:31:44,"['883934', '883774', '883933', '884019', '883936', '884020']",13,660630,6
991001,4,2019-11-11 08:31:44,"['883934', '883774', '883933', '884019', '883936', '884020']",13,660630,6
990941,4,2019-11-11 08:31:44,"['883934', '883774', '883933', '884019', '883936', '884020']",13,660630,6
990994,9,2019-11-11 08:51:25,['883998'],7,,1
990993,7,2019-11-11 08:55:00,['883994'],3,,1
990796,7,2019-11-11 08:55:15,['883198'],9,,1
990986,7,2019-11-11 08:57:35,['883958'],12,,1
991010,7,2019-11-11 09:02:03,['884064'],4,,1
990954,4,2019-11-11 09:12:52,"['883561', '883886', '883829', '883805', '883889', '883830']",12,660629,6
990966,4,2019-11-11 09:12:52,"['883561', '883886', '883829', '883805', '883889', '883830']",12,660629,6
990948,4,2019-11-11 09:12:52,"['883561', '883886', '883829', '883805', '883889', '883830']",12,660629,6
990886,4,2019-11-11 09:12:52,"['883561', '883886', '883829', '883805', '883889', '883830']",12,660629,6
991012,8,2019-11-11 09:27:53,"['884072', '884073', '884077', '884078', '884076', '884074', '884075']",7,,7
990981,7,2019-11-11 09:31:55,['883940'],3,,1
991009,7,2019-11-11 09:46:20,['884057'],7,,1
990966,7,2019-11-11 09:47:32,['883890'],12,,1
990992,7,2019-11-11 09:51:39,['883988'],2,,1
990991,7,2019-11-11 10:01:33,['883986'],11,,1
990786,2,2019-11-11 10:01:43,"['883956', '883636', '883162', '883844']",4,660625,4
990906,2,2019-11-11 10:01:43,"['883956', '883636', '883162', '883844']",4,660625,4
990958,2,2019-11-11 10:01:43,"['883956', '883636', '883162', '883844']",4,660625,4
990985,2,2019-11-11 10:01:43,"['883956', '883636', '883162', '883844']",4,660625,4
991010,3,2019-11-11 10:20:59,['884065'],4,,1
991004,0,2019-11-11 10:31:10,"['884033', '884034', '884035', '884032']",12,,4
991009,0,2019-11-11 10:45:53,"['884056', '884057', '884054', '884055', '884058']",7,,5
990991,9,2019-11-11 10:54:28,['883984'],11,,1
991012,7,2019-11-11 10:58:56,['884074'],7,,1
990972,10,2019-11-11 11:02:21,"['883985', '883912']",11,660631,2
990991,10,2019-11-11 11:02:21,"['883985', '883912']",11,660631,2
991009,7,2019-11-11 11:09:05,['884058'],7,,1
991009,7,2019-11-11 11:10:48,['884055'],7,,1
991006,7,2019-11-11 11:13:45,['884045'],3,,1
991013,8,2019-11-11 11:15:34,"['884079', '884081', '884080', '884082']",1,,4
991008,0,2019-11-11 11:19:19,"['884052', '884053', '884051']",10,,3
991010,7,2019-11-11 11:36:48,['884060'],4,,1
990996,3,2019-11-11 11:38:17,['884006'],4,,1
991012,7,2019-11-11 11:40:54,['884077'],7,,1
990976,5,2019-11-11 11:42:56,"['883926', '883927']",3,,2
990959,5,2019-11-11 11:43:50,"['883847', '883850', '883849', '883848']",5,,4
991005,7,2019-11-11 11:49:09,['884039'],9,,1
991003,9,2019-11-11 11:51:03,['884029'],6,,1
990891,4,2019-11-11 11:53:07,"['883894', '883911', '883891', '883586', '883892', '883893']",14,660627,6
990967,4,2019-11-11 11:53:07,"['883894', '883911', '883891', '883586', '883892', '883893']",14,660627,6
990971,4,2019-11-11 11:53:07,"['883894', '883911', '883891', '883586', '883892', '883893']",14,660627,6
990988,10,2019-11-11 11:57:52,"['883968', '883972', '883969', '883966', '883967', '883932', '883784', '883931', '883750', '883970']",8,660635,10
990978,10,2019-11-11 11:57:52,"['883968', '883972', '883969', '883966', '883967', '883932', '883784', '883931', '883750', '883970']",8,660635,10
990935,10,2019-11-11 11:57:52,"['883968', '883972', '883969', '883966', '883967', '883932', '883784', '883931', '883750', '883970']",8,660635,10
990942,10,2019-11-11 11:57:52,"['883968', '883972', '883969', '883966', '883967', '883932', '883784', '883931', '883750', '883970']",8,660635,10
990974,10,2019-11-11 12:17:22,"['883804', '883922', '883923', '883871', '883870']",6,660632,5
990964,10,2019-11-11 12:17:22,"['883804', '883922', '883923', '883871', '883870']",6,660632,5
990947,10,2019-11-11 12:17:22,"['883804', '883922', '883923', '883871', '883870']",6,660632,5
991008,7,2019-11-11 12:21:46,['884053'],10,,1
990939,1,2019-11-11 12:21:46,['883767'],15,660637,1
990993,3,2019-11-11 12:25:25,['883997'],3,,1
991003,7,2019-11-11 12:30:52,['884030'],6,,1
990992,1,2019-11-11 12:30:52,"['883938', '883962', '883937', '883965', '883963', '883988']",2,660638,6
990980,1,2019-11-11 12:30:52,"['883938', '883962', '883937', '883965', '883963', '883988']",2,660638,6
990987,1,2019-11-11 12:30:52,"['883938', '883962', '883937', '883965', '883963', '883988']",2,660638,6
991007,0,2019-11-11 12:33:32,"['884049', '884050', '884048']",12,,3
991010,7,2019-11-11 12:34:28,['884061'],4,,1
990975,2,2019-11-11 12:36:25,"['883924', '883925', '884000']",7,660634,3
990994,2,2019-11-11 12:36:25,"['883924', '883925', '884000']",7,660634,3
991009,7,2019-11-11 12:39:07,['884056'],7,,1
990991,7,2019-11-11 12:50:27,['883987'],11,,1
991014,8,2019-11-11 12:50:55,"['884084', '884088', '884087', '884085', '884083', '884086', '884089']",1,,7
990939,10,2019-11-11 12:52:31,['883767'],15,660637,1
991003,3,2019-11-11 13:08:10,['884026'],6,,1
991003,7,2019-11-11 13:17:25,['884031'],6,,1
991008,7,2019-11-11 13:48:23,['884051'],10,,1
991002,0,2019-11-11 13:53:07,['884025'],2,,1
991010,9,2019-11-11 13:53:23,['884065'],4,,1
990976,7,2019-11-11 14:20:03,['883926'],3,,1
990985,1,2019-11-11 14:20:03,"['884003', '883954', '883957', '884061', '884008', '884064', '884060']",4,660639,7
990996,1,2019-11-11 14:20:03,"['884003', '883954', '883957', '884061', '884008', '884064', '884060']",4,660639,7
991010,1,2019-11-11 14:20:03,"['884003', '883954', '883957', '884061', '884008', '884064', '884060']",4,660639,7
991005,7,2019-11-11 14:23:40,['884040'],9,,1
991011,7,2019-11-11 14:24:43,['884067'],10,,1
990972,4,2019-11-11 14:32:15,"['883985', '883912']",11,660631,2
990991,4,2019-11-11 14:32:15,"['883985', '883912']",11,660631,2
990994,5,2019-11-11 14:33:15,"['883998', '883999', '884000']",7,,3
990965,7,2019-11-11 14:48:58,['883879'],8,,1
991006,0,2019-11-11 14:51:06,"['884046', '884043', '884047', '884044', '884041', '884045', '884042']",3,,7
990995,7,2019-11-11 14:52:39,['884002'],9,,1
991015,8,2019-11-11 15:01:38,"['884091', '884093', '884092', '884090', '884094']",6,,5
990970,10,2019-11-11 15:06:31,"['883901', '883908', '883900', '883953', '883896', '883952', '883951']",5,660636,7
990968,10,2019-11-11 15:06:31,"['883901', '883908', '883900', '883953', '883896', '883952', '883951']",5,660636,7
990984,10,2019-11-11 15:06:31,"['883901', '883908', '883900', '883953', '883896', '883952', '883951']",5,660636,7
990969,10,2019-11-11 15:06:31,"['883901', '883908', '883900', '883953', '883896', '883952', '883951']",5,660636,7
991012,3,2019-11-11 15:18:31,['884078'],7,,1
990975,4,2019-11-11 15:18:35,"['883924', '883925', '884000']",7,660634,3
990994,4,2019-11-11 15:18:35,"['883924', '883925', '884000']",7,660634,3
991014,7,2019-11-11 15:29:13,['884087'],1,,1
990786,4,2019-11-11 15:33:58,"['883956', '883636', '883162', '883844']",4,660625,4
990906,4,2019-11-11 15:33:58,"['883956', '883636', '883162', '883844']",4,660625,4
990958,4,2019-11-11 15:33:58,"['883956', '883636', '883162', '883844']",4,660625,4
990985,4,2019-11-11 15:33:58,"['883956', '883636', '883162', '883844']",4,660625,4
990939,2,2019-11-11 15:51:23,['883767'],15,660637,1
991010,3,2019-11-11 15:53:50,['884059'],4,,1
990992,10,2019-11-11 16:01:39,"['883938', '883962', '883937', '883965', '883963', '883988']",2,660638,6
990980,10,2019-11-11 16:01:39,"['883938', '883962', '883937', '883965', '883963', '883988']",2,660638,6
990987,10,2019-11-11 16:01:39,"['883938', '883962', '883937', '883965', '883963', '883988']",2,660638,6
991015,7,2019-11-11 16:06:27,['884094'],6,,1
990988,4,2019-11-11 16:12:41,"['883968', '883972', '883969', '883966', '883967', '883932', '883784', '883931', '883750', '883970']",8,660635,10
990978,4,2019-11-11 16:12:41,"['883968', '883972', '883969', '883966', '883967', '883932', '883784', '883931', '883750', '883970']",8,660635,10
990935,4,2019-11-11 16:12:41,"['883968', '883972', '883969', '883966', '883967', '883932', '883784', '883931', '883750', '883970']",8,660635,10
990942,4,2019-11-11 16:12:41,"['883968', '883972', '883969', '883966', '883967', '883932', '883784', '883931', '883750', '883970']",8,660635,10
990911,5,2019-11-11 16:17:08,"['883659', '883656', '883657', '883658']",14,,4
991016,8,2019-11-11 16:23:03,"['884096', '884095', '884097']",16,,3
991014,7,2019-11-11 16:29:42,['884089'],1,,1
990907,1,2019-11-11 16:29:42,"['883981', '884053', '884067', '883642', '884051', '883979', '883983']",10,660640,7
991011,1,2019-11-11 16:29:42,"['883981', '884053', '884067', '883642', '884051', '883979', '883983']",10,660640,7
990990,1,2019-11-11 16:29:42,"['883981', '884053', '884067', '883642', '884051', '883979', '883983']",10,660640,7
991008,1,2019-11-11 16:29:42,"['883981', '884053', '884067', '883642', '884051', '883979', '883983']",10,660640,7
990996,9,2019-11-11 16:29:52,['884006'],4,,1
991003,9,2019-11-11 16:31:45,['884026'],6,,1
991012,3,2019-11-11 16:32:14,['884073'],7,,1
991006,3,2019-11-11 16:33:43,['884043'],3,,1
991003,7,2019-11-11 16:47:07,['884029'],6,,1
990843,7,2019-11-11 16:49:28,['883396'],6,,1
991014,3,2019-11-11 16:59:57,['884088'],1,,1
991009,3,2019-11-11 17:25:44,['884054'],7,,1
990982,3,2019-11-11 17:29:21,['883942'],1,,1
991011,0,2019-11-11 17:53:07,"['884071', '884070', '884069', '884067', '884068', '884066']",10,,6
991017,8,2019-11-11 18:05:54,"['884099', '884098']",16,,2
991005,7,2019-11-11 18:10:15,['884037'],9,,1
991014,7,2019-11-11 18:16:16,['884086'],1,,1
990993,7,2019-11-11 18:17:10,['883996'],3,,1
991010,9,2019-11-11 18:47:09,['884059'],4,,1
991017,0,2019-11-11 18:48:51,"['884099', '884098']",16,,2
990965,5,2019-11-11 18:56:11,"['883878', '883881', '883879', '883880', '883877', '883882', '883876']",8,,7
991005,5,2019-11-11 19:03:47,"['884036', '884037', '884040', '884039', '884038']",9,,5
991007,7,2019-11-11 19:08:54,['884050'],12,,1
991008,7,2019-11-11 19:33:45,['884052'],10,,1
990997,1,2019-11-11 19:33:45,"['883977', '883974', '884012', '884013', '884010']",0,660641,5
990989,1,2019-11-11 19:33:45,"['883977', '883974', '884012', '884013', '884010']",0,660641,5
991003,7,2019-11-11 19:55:28,['884028'],6,,1
991018,8,2019-11-11 19:57:16,"['884100', '884103', '884101', '884102']",16,,4
991011,7,2019-11-11 20:50:26,['884066'],10,,1
