,Case_ID,Activity,Timestamp,Items,Customers,Orders
1740,660525,I,2019-10-14 14:53:36,"['883243', '883244', '883246', '883247']",g,"['990809', '990808']"
1741,660525,J,2019-10-14 16:35:52,"['883243', '883244', '883246', '883247']",g,"['990809', '990808']"
1742,660526,G,2019-10-11 09:29:34,"['883371', '883333', '883332', '883374', '883319', '883372', '883318', '883373', '883316', '883335']",i,"['990838', '990826', '990830']"
1743,660526,H,2019-10-11 11:17:47,"['883371', '883333', '883332', '883374', '883319', '883372', '883318', '883373', '883316', '883335']",i,"['990838', '990826', '990830']"
1744,660526,J,2019-10-11 18:55:30,"['883371', '883333', '883332', '883374', '883319', '883372', '883318', '883373', '883316', '883335']",i,"['990838', '990826', '990830']"
1745,660527,G,2019-10-11 15:26:20,"['882792', '883183']",j,"['990693', '990792']"
1746,660527,H,2019-10-14 10:50:53,"['882792', '883183']",j,"['990693', '990792']"
1747,660527,J,2019-10-14 12:54:49,"['882792', '883183']",j,"['990693', '990792']"
1748,660528,G,2019-10-11 16:05:20,"['883298', '883354', '883353', '883394', '883296', '883322', '883324', '883355', '883352', '883297']",h,"['990834', '990842', '990827', '990821']"
1749,660528,H,2019-10-14 12:05:10,"['883298', '883354', '883353', '883394', '883296', '883322', '883324', '883355', '883352', '883297']",h,"['990834', '990842', '990827', '990821']"
1750,660528,J,2019-10-14 17:49:52,"['883298', '883354', '883353', '883394', '883296', '883322', '883324', '883355', '883352', '883297']",h,"['990834', '990842', '990827', '990821']"
1751,660529,G,2019-10-12 01:00:00,"['883110', '883107']",l,['990771']
1752,660529,H,2019-10-14 12:54:27,"['883110', '883107']",l,['990771']
1753,660529,J,2019-10-15 14:29:22,"['883110', '883107']",l,['990771']
1754,660530,G,2019-10-14 11:56:40,"['883256', '883258', '883259', '883257', '883255']",k,"['990812', '990813']"
1755,660530,H,2019-10-15 10:36:46,"['883256', '883258', '883259', '883257', '883255']",k,"['990812', '990813']"
1756,660530,I,2019-10-15 15:45:29,"['883256', '883258', '883259', '883257', '883255']",k,"['990812', '990813']"
1757,660530,I,2019-10-15 15:53:27,"['883256', '883258', '883259', '883257', '883255']",k,"['990812', '990813']"
1758,660530,J,2019-10-16 14:56:52,"['883256', '883258', '883259', '883257', '883255']",k,"['990812', '990813']"
1759,660531,G,2019-10-14 13:02:40,"['883344', '883214', '883136', '883331', '883212', '883343', '883305', '883124']",m,"['990823', '990800', '990780', '990832', '990777', '990829']"
1760,660531,H,2019-10-15 10:37:16,"['883344', '883214', '883136', '883331', '883212', '883343', '883305', '883124']",m,"['990823', '990800', '990780', '990832', '990777', '990829']"
1761,660531,J,2019-10-15 12:36:48,"['883344', '883214', '883136', '883331', '883212', '883343', '883305', '883124']",m,"['990823', '990800', '990780', '990832', '990777', '990829']"
1762,660532,G,2019-10-14 15:51:46,"['883300', '883362', '883268', '883207', '883363', '883364']",d,"['990815', '990822', '990836', '990799']"
1763,660532,H,2019-10-15 14:21:35,"['883300', '883362', '883268', '883207', '883363', '883364']",d,"['990815', '990822', '990836', '990799']"
1764,660532,J,2019-10-15 17:03:19,"['883300', '883362', '883268', '883207', '883363', '883364']",d,"['990815', '990822', '990836', '990799']"
1765,660533,G,2019-10-14 17:24:37,"['883360', '883391', '883064', '883359', '883358', '883361', '883389']",q,"['990841', '990758', '990835']"
1766,660533,H,2019-10-14 19:15:19,"['883360', '883391', '883064', '883359', '883358', '883361', '883389']",q,"['990841', '990758', '990835']"
1767,660533,J,2019-10-15 08:35:11,"['883360', '883391', '883064', '883359', '883358', '883361', '883389']",q,"['990841', '990758', '990835']"
1768,660534,G,2019-10-14 19:08:49,"['883348', '883158', '883347', '883350', '883155', '883270', '883346']",o,"['990833', '990816', '990785']"
1769,660534,H,2019-10-15 12:07:19,"['883348', '883158', '883347', '883350', '883155', '883270', '883346']",o,"['990833', '990816', '990785']"
1770,660534,J,2019-10-15 16:14:38,"['883348', '883158', '883347', '883350', '883155', '883270', '883346']",o,"['990833', '990816', '990785']"
1771,660535,G,2019-10-15 11:28:31,"['883429', '883384', '883329', '883325', '883326']",f,"['990852', '990840', '990828']"
1772,660535,H,2019-10-15 18:26:59,"['883429', '883384', '883329', '883325', '883326']",f,"['990852', '990840', '990828']"
1773,660535,I,2019-10-16 09:22:42,"['883429', '883384', '883329', '883325', '883326']",f,"['990852', '990840', '990828']"
1774,660535,J,2019-10-16 10:49:49,"['883429', '883384', '883329', '883325', '883326']",f,"['990852', '990840', '990828']"
1775,660536,G,2019-10-15 11:55:59,"['883199', '883237', '883238']",n,"['990796', '990807']"
1776,660536,H,2019-10-15 15:11:02,"['883199', '883237', '883238']",n,"['990796', '990807']"
1777,660536,J,2019-10-15 16:29:10,"['883199', '883237', '883238']",n,"['990796', '990807']"
1778,660537,G,2019-10-15 12:11:29,"['883436', '883434', '883430', '883307', '883308', '883435']",a,"['990824', '990853']"
1779,660537,H,2019-10-15 13:23:02,"['883436', '883434', '883430', '883307', '883308', '883435']",a,"['990824', '990853']"
1780,660537,J,2019-10-15 16:05:54,"['883436', '883434', '883430', '883307', '883308', '883435']",a,"['990824', '990853']"
1781,660538,G,2019-10-15 14:28:21,"['883342', '883369', '883365', '883153', '883367', '883366', '883166', '883368', '883437', '883341', '883340', '883370', '883438']",e,"['990784', '990787', '990854', '990837', '990831']"
1782,660538,H,2019-10-16 10:43:39,"['883342', '883369', '883365', '883153', '883367', '883366', '883166', '883368', '883437', '883341', '883340', '883370', '883438']",e,"['990784', '990787', '990854', '990837', '990831']"
1783,660538,J,2019-10-17 09:27:02,"['883342', '883369', '883365', '883153', '883367', '883366', '883166', '883368', '883437', '883341', '883340', '883370', '883438']",e,"['990784', '990787', '990854', '990837', '990831']"
1784,660539,G,2019-10-15 18:23:46,"['883380', '883381', '883379', '883382', '883401', '883383', '883403']",c,"['990845', '990839']"
1785,660539,H,2019-10-15 18:47:16,"['883380', '883381', '883379', '883382', '883401', '883383', '883403']",c,"['990845', '990839']"
1786,660539,J,2019-10-16 09:48:19,"['883380', '883381', '883379', '883382', '883401', '883383', '883403']",c,"['990845', '990839']"
1787,660540,G,2019-10-16 09:47:51,"['883376', '883317', '883315', '883334', '883375']",i,"['990830', '990838', '990826']"
1788,660540,H,2019-10-16 13:02:40,"['883376', '883317', '883315', '883334', '883375']",i,"['990830', '990838', '990826']"
1789,660540,J,2019-10-17 08:37:19,"['883376', '883317', '883315', '883334', '883375']",i,"['990830', '990838', '990826']"
1790,660541,G,2019-10-16 11:54:21,"['883446', '883482', '883440', '883393', '883441', '883351', '883445']",h,"['990866', '990834', '990842', '990855', '990856']"
1791,660541,H,2019-10-16 18:43:25,"['883446', '883482', '883440', '883393', '883441', '883351', '883445']",h,"['990866', '990834', '990842', '990855', '990856']"
1792,660541,J,2019-10-17 17:00:26,"['883446', '883482', '883440', '883393', '883441', '883351', '883445']",h,"['990866', '990834', '990842', '990855', '990856']"
1793,660542,G,2019-10-16 14:45:40,"['883397', '883411', '883410', '883413']",j,"['990847', '990843']"
1794,660542,H,2019-10-17 16:08:41,"['883397', '883411', '883410', '883413']",j,"['990847', '990843']"
1795,660542,J,2019-10-17 17:47:40,"['883397', '883411', '883410', '883413']",j,"['990847', '990843']"
1796,660543,G,2019-10-16 15:06:47,"['883427', '883421', '883425', '883420', '883419', '883414', '883426', '883416', '883418', '883417']",p,"['990848', '990849', '990851']"
1797,660543,H,2019-10-16 15:19:37,"['883427', '883421', '883425', '883420', '883419', '883414', '883426', '883416', '883418', '883417']",p,"['990848', '990849', '990851']"
1798,660543,J,2019-10-17 10:50:04,"['883427', '883421', '883425', '883420', '883419', '883414', '883426', '883416', '883418', '883417']",p,"['990848', '990849', '990851']"
1799,660544,G,2019-10-17 01:00:00,"['883468', '883330', '883135']",m,"['990863', '990780', '990829']"
1800,660544,H,2019-10-17 10:24:41,"['883468', '883330', '883135']",m,"['990863', '990780', '990829']"
1801,660544,J,2019-10-18 11:36:26,"['883468', '883330', '883135']",m,"['990863', '990780', '990829']"
1802,660545,G,2019-10-17 12:38:15,"['883204', '883197', '883455']",b,"['990859', '990798', '990795']"
1803,660545,H,2019-10-17 16:06:29,"['883204', '883197', '883455']",b,"['990859', '990798', '990795']"
1804,660545,J,2019-10-17 16:31:01,"['883204', '883197', '883455']",b,"['990859', '990798', '990795']"
1805,660546,G,2019-10-17 13:57:56,"['883390', '883462', '882996', '883392']",q,"['990841', '990740', '990861']"
1806,660546,H,2019-10-18 12:55:05,"['883390', '883462', '882996', '883392']",q,"['990841', '990740', '990861']"
1807,660546,J,2019-10-21 15:43:33,"['883390', '883462', '882996', '883392']",q,"['990841', '990740', '990861']"
1808,660547,G,2019-10-17 15:40:38,"['883487', '883486', '883450', '883485', '883180', '883452', '882895', '883349']",o,"['990858', '990790', '990867', '990715', '990833']"
1809,660547,H,2019-10-17 18:31:22,"['883487', '883486', '883450', '883485', '883180', '883452', '882895', '883349']",o,"['990858', '990790', '990867', '990715', '990833']"
1810,660547,J,2019-10-17 21:56:09,"['883487', '883486', '883450', '883485', '883180', '883452', '882895', '883349']",o,"['990858', '990790', '990867', '990715', '990833']"
1811,660548,G,2019-10-17 17:04:17,"['883449', '883266', '883448', '883299']",d,"['990815', '990822', '990857']"
1812,660548,H,2019-10-17 17:26:42,"['883449', '883266', '883448', '883299']",d,"['990815', '990822', '990857']"
1813,660548,J,2019-10-18 12:28:54,"['883449', '883266', '883448', '883299']",d,"['990815', '990822', '990857']"
1814,660549,G,2019-10-18 09:24:31,"['883470', '883477', '882972', '883474', '883494', '883471', '883495', '883388', '883479', '883385', '883428', '883478']",f,"['990864', '990735', '990869', '990865', '990852', '990840']"
1815,660549,H,2019-10-21 10:50:19,"['883470', '883477', '882972', '883474', '883494', '883471', '883495', '883388', '883479', '883385', '883428', '883478']",f,"['990864', '990735', '990869', '990865', '990852', '990840']"
1816,660549,J,2019-10-21 15:58:01,"['883470', '883477', '882972', '883474', '883494', '883471', '883495', '883388', '883479', '883385', '883428', '883478']",f,"['990864', '990735', '990869', '990865', '990852', '990840']"
1817,660550,G,2019-10-18 13:53:13,"['883405', '883406', '883404', '883456', '883460', '883457', '883458', '883459']",g,"['990860', '990846']"
1818,660550,H,2019-10-21 10:44:19,"['883405', '883406', '883404', '883456', '883460', '883457', '883458', '883459']",g,"['990860', '990846']"
1819,660550,I,2019-10-21 17:11:17,"['883405', '883406', '883404', '883456', '883460', '883457', '883458', '883459']",g,"['990860', '990846']"
1820,660550,J,2019-10-22 09:34:57,"['883405', '883406', '883404', '883456', '883460', '883457', '883458', '883459']",g,"['990860', '990846']"
1821,660551,G,2019-10-18 15:23:59,"['883431', '883433', '883423', '883422', '883432', '883424', '883312']",a,"['990825', '990853', '990850']"
1822,660551,H,2019-10-21 11:08:02,"['883431', '883433', '883423', '883422', '883432', '883424', '883312']",a,"['990825', '990853', '990850']"
1823,660551,J,2019-10-21 14:16:15,"['883431', '883433', '883423', '883422', '883432', '883424', '883312']",a,"['990825', '990853', '990850']"
1824,660552,G,2019-10-18 16:56:41,"['882926', '883464', '883398', '883465', '883466', '883400']",k,"['990862', '990721', '990844']"
1825,660552,H,2019-10-21 17:48:39,"['882926', '883464', '883398', '883465', '883466', '883400']",k,"['990862', '990721', '990844']"
1826,660552,J,2019-10-21 18:57:54,"['882926', '883464', '883398', '883465', '883466', '883400']",k,"['990862', '990721', '990844']"
1827,660553,G,2019-10-18 18:32:04,"['883443', '883439', '883442', '883444', '883483']",h,"['990855', '990856', '990866']"
1828,660553,H,2019-10-21 11:51:20,"['883443', '883439', '883442', '883444', '883483']",h,"['990855', '990856', '990866']"
1829,660553,J,2019-10-21 16:41:34,"['883443', '883439', '883442', '883444', '883483']",h,"['990855', '990856', '990866']"
1830,660554,G,2019-10-21 11:18:11,"['883531', '883536', '883497', '883395', '883535', '883530', '883534', '883496']",j,"['990843', '990879', '990870', '990880']"
1831,660554,H,2019-10-21 11:39:12,"['883531', '883536', '883497', '883395', '883535', '883530', '883534', '883496']",j,"['990843', '990879', '990870', '990880']"
1832,660554,I,2019-10-22 14:44:22,"['883531', '883536', '883497', '883395', '883535', '883530', '883534', '883496']",j,"['990843', '990879', '990870', '990880']"
1833,660554,J,2019-10-22 17:37:21,"['883531', '883536', '883497', '883395', '883535', '883530', '883534', '883496']",j,"['990843', '990879', '990870', '990880']"
1834,660555,G,2019-10-21 12:09:51,"['883552', '883500', '883551', '883499', '883501', '883553', '883550']",n,"['990871', '990884', '990872']"
1835,660555,H,2019-10-22 14:23:49,"['883552', '883500', '883551', '883499', '883501', '883553', '883550']",n,"['990871', '990884', '990872']"
1836,660555,I,2019-10-23 15:36:09,"['883552', '883500', '883551', '883499', '883501', '883553', '883550']",n,"['990871', '990884', '990872']"
1837,660555,J,2019-10-24 17:20:27,"['883552', '883500', '883551', '883499', '883501', '883553', '883550']",n,"['990871', '990884', '990872']"
1838,660556,G,2019-10-21 15:32:12,"['883216', '883469']",m,"['990863', '990800']"
1839,660556,H,2019-10-21 16:57:44,"['883216', '883469']",m,"['990863', '990800']"
1840,660556,J,2019-10-22 12:24:27,"['883216', '883469']",m,"['990863', '990800']"
1841,660557,G,2019-10-21 16:20:45,"['883510', '883378', '883546', '883508', '883377', '883509', '883547', '883402', '883489']",c,"['990845', '990875', '990883', '990839', '990868']"
1842,660557,H,2019-10-22 13:04:50,"['883510', '883378', '883546', '883508', '883377', '883509', '883547', '883402', '883489']",c,"['990845', '990875', '990883', '990839', '990868']"
1843,660557,J,2019-10-22 21:21:36,"['883510', '883378', '883546', '883508', '883377', '883509', '883547', '883402', '883489']",c,"['990845', '990875', '990883', '990839', '990868']"
1844,660558,G,2019-10-21 21:52:21,"['883512', '883515', '883513']",p,['990876']
1845,660558,H,2019-10-22 10:58:45,"['883512', '883515', '883513']",p,['990876']
1846,660558,J,2019-10-22 16:24:28,"['883512', '883515', '883513']",p,['990876']
1847,660559,G,2019-10-22 01:00:00,"['883524', '883522', '883526', '883595', '883518', '883519', '883521', '883191', '883525']",l,"['990878', '990794', '990894']"
1848,660559,H,2019-10-22 13:27:20,"['883524', '883522', '883526', '883595', '883518', '883519', '883521', '883191', '883525']",l,"['990878', '990794', '990894']"
1849,660559,I,2019-10-23 15:41:16,"['883524', '883522', '883526', '883595', '883518', '883519', '883521', '883191', '883525']",l,"['990878', '990794', '990894']"
1850,660559,I,2019-10-24 11:50:46,"['883524', '883522', '883526', '883595', '883518', '883519', '883521', '883191', '883525']",l,"['990878', '990794', '990894']"
1851,660559,J,2019-10-24 14:51:56,"['883524', '883522', '883526', '883595', '883518', '883519', '883521', '883191', '883525']",l,"['990878', '990794', '990894']"
1852,660560,G,2019-10-22 13:03:12,"['883506', '883507', '883504', '883540', '883584', '883505', '883541', '883543']",e,"['990874', '990882', '990891']"
1853,660560,H,2019-10-22 16:07:37,"['883506', '883507', '883504', '883540', '883584', '883505', '883541', '883543']",e,"['990874', '990882', '990891']"
1854,660560,J,2019-10-22 16:33:18,"['883506', '883507', '883504', '883540', '883584', '883505', '883541', '883543']",e,"['990874', '990882', '990891']"
1855,660561,G,2019-10-22 14:39:01,"['883539', '883571', '883537', '883555', '883538', '883574', '883554']",i,"['990889', '990881', '990885']"
1856,660561,H,2019-10-23 13:19:49,"['883539', '883571', '883537', '883555', '883538', '883574', '883554']",i,"['990889', '990881', '990885']"
1857,660561,I,2019-10-24 15:04:47,"['883539', '883571', '883537', '883555', '883538', '883574', '883554']",i,"['990889', '990881', '990885']"
1858,660561,J,2019-10-24 16:52:00,"['883539', '883571', '883537', '883555', '883538', '883574', '883554']",i,"['990889', '990881', '990885']"
1859,660562,G,2019-10-22 17:22:21,"['883593', '883590', '883356', '883461']",q,"['990861', '990893', '990835']"
1860,660562,H,2019-10-22 17:56:36,"['883593', '883590', '883356', '883461']",q,"['990861', '990893', '990835']"
1861,660562,J,2019-10-23 15:42:36,"['883593', '883590', '883356', '883461']",q,"['990861', '990893', '990835']"
1862,660563,G,2019-10-22 21:41:00,"['883453', '883454']",b,['990859']
1863,660563,H,2019-10-23 11:08:18,"['883453', '883454']",b,['990859']
1864,660563,I,2019-10-23 14:20:52,"['883453', '883454']",b,['990859']
1865,660563,J,2019-10-23 19:19:17,"['883453', '883454']",b,['990859']
1866,660564,G,2019-10-23 09:15:14,"['883493', '883480', '883492', '883472', '883588', '883476', '883387', '883475']",f,"['990864', '990892', '990869', '990865', '990840']"
1867,660564,H,2019-10-23 17:14:51,"['883493', '883480', '883492', '883472', '883588', '883476', '883387', '883475']",f,"['990864', '990892', '990869', '990865', '990840']"
1868,660564,I,2019-10-23 20:54:59,"['883493', '883480', '883492', '883472', '883588', '883476', '883387', '883475']",f,"['990864', '990892', '990869', '990865', '990840']"
1869,660564,J,2019-10-24 10:19:16,"['883493', '883480', '883492', '883472', '883588', '883476', '883387', '883475']",f,"['990864', '990892', '990869', '990865', '990840']"
1870,660565,G,2019-10-23 11:32:59,"['883557', '883559', '883558', '883578', '883562', '883579', '883580', '883563']",a,"['990890', '990886']"
1871,660565,H,2019-10-23 16:00:25,"['883557', '883559', '883558', '883578', '883562', '883579', '883580', '883563']",a,"['990890', '990886']"
1872,660565,I,2019-10-23 16:10:16,"['883557', '883559', '883558', '883578', '883562', '883579', '883580', '883563']",a,"['990890', '990886']"
1873,660565,J,2019-10-23 18:39:33,"['883557', '883559', '883558', '883578', '883562', '883579', '883580', '883563']",a,"['990890', '990886']"
1874,660566,G,2019-10-23 14:58:57,['883447'],d,['990857']
1875,660566,H,2019-10-24 10:01:02,['883447'],d,['990857']
1876,660566,J,2019-10-24 15:09:38,['883447'],d,['990857']
1877,660567,G,2019-10-23 15:03:19,"['883622', '883484', '883516']",o,"['990902', '990877', '990867']"
1878,660567,H,2019-10-24 15:19:00,"['883622', '883484', '883516']",o,"['990902', '990877', '990867']"
1879,660567,J,2019-10-25 10:14:41,"['883622', '883484', '883516']",o,"['990902', '990877', '990867']"
1880,660568,G,2019-10-23 15:45:48,"['883567', '883569', '883568', '883565', '883566']",g,['990887']
1881,660568,H,2019-10-23 17:09:53,"['883567', '883569', '883568', '883565', '883566']",g,['990887']
1882,660568,J,2019-10-24 11:33:01,"['883567', '883569', '883568', '883565', '883566']",g,['990887']
1883,660569,G,2019-10-23 17:19:14,"['883648', '883467', '883399']",k,"['990862', '990908', '990844']"
1884,660569,H,2019-10-24 11:10:16,"['883648', '883467', '883399']",k,"['990862', '990908', '990844']"
1885,660569,J,2019-10-24 15:27:30,"['883648', '883467', '883399']",k,"['990862', '990908', '990844']"
1886,660570,G,2019-10-23 18:54:00,"['883321', '883600', '883320', '883619', '883618', '883597', '883596', '883620']",h,"['990827', '990895', '990901']"
1887,660570,H,2019-10-24 15:18:50,"['883321', '883600', '883320', '883619', '883618', '883597', '883596', '883620']",h,"['990827', '990895', '990901']"
1888,660570,J,2019-10-25 10:46:48,"['883321', '883600', '883320', '883619', '883618', '883597', '883596', '883620']",h,"['990827', '990895', '990901']"
1889,660571,G,2019-10-24 10:53:49,"['883549', '883610', '883611']",n,"['990884', '990899']"
1890,660571,H,2019-10-24 10:54:47,"['883549', '883610', '883611']",n,"['990884', '990899']"
1891,660571,J,2019-10-25 10:04:50,"['883549', '883610', '883611']",n,"['990884', '990899']"
1892,660572,G,2019-10-24 11:56:16,"['883533', '883528', '883570', '883412', '883529']",j,"['990847', '990879', '990888']"
1893,660572,H,2019-10-25 15:09:19,"['883533', '883528', '883570', '883412', '883529']",j,"['990847', '990879', '990888']"
1894,660572,J,2019-10-25 15:33:28,"['883533', '883528', '883570', '883412', '883529']",j,"['990847', '990879', '990888']"
1895,660573,G,2019-10-24 14:52:25,"['883617', '883613', '883614']",m,['990900']
1896,660573,H,2019-10-25 20:11:33,"['883617', '883613', '883614']",m,['990900']
1897,660573,I,2019-10-29 10:25:32,"['883617', '883613', '883614']",m,['990900']
1898,660573,I,2019-10-29 13:20:59,"['883617', '883613', '883614']",m,['990900']
1899,660573,J,2019-10-29 16:16:47,"['883617', '883613', '883614']",m,['990900']
1900,660574,G,2019-10-24 15:15:45,"['883633', '883609', '883607', '883608', '883635', '883520', '883523']",l,"['990898', '990905', '990878']"
1901,660574,H,2019-10-24 18:21:42,"['883633', '883609', '883607', '883608', '883635', '883520', '883523']",l,"['990898', '990905', '990878']"
1902,660574,J,2019-10-25 11:13:41,"['883633', '883609', '883607', '883608', '883635', '883520', '883523']",l,"['990898', '990905', '990878']"
1903,660575,G,2019-10-24 16:47:47,"['883606', '883669', '883604', '883603', '883511', '883488', '883490']",c,"['990897', '990913', '990875', '990868']"
1904,660575,H,2019-10-25 10:43:34,"['883606', '883669', '883604', '883603', '883511', '883488', '883490']",c,"['990897', '990913', '990875', '990868']"
1905,660575,J,2019-10-25 11:50:27,"['883606', '883669', '883604', '883603', '883511', '883488', '883490']",c,"['990897', '990913', '990875', '990868']"
1906,660576,G,2019-10-24 18:27:07,"['883629', '883628', '883659', '883249', '883503', '883585', '883583', '883542', '883656', '883582', '883657', '883627']",e,"['990810', '990891', '990911', '990903', '990882', '990874']"
1907,660576,H,2019-10-25 12:56:17,"['883629', '883628', '883659', '883249', '883503', '883585', '883583', '883542', '883656', '883582', '883657', '883627']",e,"['990810', '990891', '990911', '990903', '990882', '990874']"
1908,660576,I,2019-10-25 16:21:59,"['883629', '883628', '883659', '883249', '883503', '883585', '883583', '883542', '883656', '883582', '883657', '883627']",e,"['990810', '990891', '990911', '990903', '990882', '990874']"
1909,660576,J,2019-10-28 14:23:14,"['883629', '883628', '883659', '883249', '883503', '883585', '883583', '883542', '883656', '883582', '883657', '883627']",e,"['990810', '990891', '990911', '990903', '990882', '990874']"
1910,660577,G,2019-10-25 11:26:59,"['883631', '883630', '883572', '883556', '883576', '883632', '883573']",i,"['990889', '990885', '990904']"
1911,660577,H,2019-10-25 12:38:54,"['883631', '883630', '883572', '883556', '883576', '883632', '883573']",i,"['990889', '990885', '990904']"
1912,660577,J,2019-10-25 15:56:00,"['883631', '883630', '883572', '883556', '883576', '883632', '883573']",i,"['990889', '990885', '990904']"
1913,660578,G,2019-10-25 14:37:12,"['883637', '883638']",b,['990906']
1914,660578,H,2019-10-28 17:03:41,"['883637', '883638']",b,['990906']
1915,660578,J,2019-10-29 08:36:06,"['883637', '883638']",b,['990906']
1916,660579,G,2019-10-25 15:00:12,"['883328', '883589', '883680', '883679', '883386', '883678', '883677']",f,"['990828', '990916', '990892', '990840']"
1917,660579,H,2019-10-28 09:18:09,"['883328', '883589', '883680', '883679', '883386', '883678', '883677']",f,"['990828', '990916', '990892', '990840']"
1918,660579,J,2019-10-28 18:05:28,"['883328', '883589', '883680', '883679', '883386', '883678', '883677']",f,"['990828', '990916', '990892', '990840']"
1919,660580,G,2019-10-25 16:07:23,"['883652', '883639', '883643', '883651', '883415', '883640']",p,"['990909', '990907', '990848']"
1920,660580,H,2019-10-28 19:17:41,"['883652', '883639', '883643', '883651', '883415', '883640']",p,"['990909', '990907', '990848']"
1921,660580,J,2019-10-29 12:46:50,"['883652', '883639', '883643', '883651', '883415', '883640']",p,"['990909', '990907', '990848']"
1922,660581,G,2019-10-27 01:00:00,"['883502', '883463', '883592', '883591', '883221', '883357']",q,"['990861', '990802', '990835', '990893', '990873']"
1923,660581,H,2019-10-29 09:19:02,"['883502', '883463', '883592', '883591', '883221', '883357']",q,"['990861', '990802', '990835', '990893', '990873']"
1924,660581,J,2019-10-29 16:04:36,"['883502', '883463', '883592', '883591', '883221', '883357']",q,"['990861', '990802', '990835', '990893', '990873']"
1925,660582,G,2019-10-28 10:45:33,"['883653', '883719', '883647', '883645', '883260', '883646', '883649', '883654', '883644']",k,"['990908', '990813', '990925', '990910']"
1926,660582,H,2019-10-28 12:20:20,"['883653', '883719', '883647', '883645', '883260', '883646', '883649', '883654', '883644']",k,"['990908', '990813', '990925', '990910']"
1927,660582,J,2019-10-29 15:27:25,"['883653', '883719', '883647', '883645', '883260', '883646', '883649', '883654', '883644']",k,"['990908', '990813', '990925', '990910']"
1928,660583,G,2019-10-28 13:00:58,"['883408', '883710', '883564', '883711']",g,"['990887', '990923', '990846']"
1929,660583,H,2019-10-28 18:08:45,"['883408', '883710', '883564', '883711']",g,"['990887', '990923', '990846']"
1930,660583,I,2019-10-29 08:09:39,"['883408', '883710', '883564', '883711']",g,"['990887', '990923', '990846']"
1931,660583,J,2019-10-29 12:14:00,"['883408', '883710', '883564', '883711']",g,"['990887', '990923', '990846']"
1932,660584,G,2019-10-28 14:54:27,"['883626', '883345', '883675', '883623', '883621', '883178', '883625', '883451']",o,"['990902', '990858', '990790', '990833', '990915']"
1933,660584,H,2019-10-28 20:02:08,"['883626', '883345', '883675', '883623', '883621', '883178', '883625', '883451']",o,"['990902', '990858', '990790', '990833', '990915']"
1934,660584,J,2019-10-29 08:18:20,"['883626', '883345', '883675', '883623', '883621', '883178', '883625', '883451']",o,"['990902', '990858', '990790', '990833', '990915']"
1935,660585,G,2019-10-28 17:28:09,"['883481', '883665', '883660', '883662', '883666', '883661', '883664', '883602']",h,"['990866', '990912', '990896']"
1936,660585,H,2019-10-29 09:55:16,"['883481', '883665', '883660', '883662', '883666', '883661', '883664', '883602']",h,"['990866', '990912', '990896']"
1937,660585,J,2019-10-30 12:59:44,"['883481', '883665', '883660', '883662', '883666', '883661', '883664', '883602']",h,"['990866', '990912', '990896']"
1938,660586,G,2019-10-29 09:41:14,"['883560', '883671', '883722', '883672']",a,"['990926', '990914', '990886']"
1939,660586,H,2019-10-29 09:41:33,"['883560', '883671', '883722', '883672']",a,"['990926', '990914', '990886']"
1940,660586,J,2019-10-30 09:29:30,"['883560', '883671', '883722', '883672']",a,"['990926', '990914', '990886']"
1941,660587,G,2019-10-29 10:21:23,"['883685', '883240']",n,"['990917', '990807']"
1942,660587,H,2019-10-29 13:40:48,"['883685', '883240']",n,"['990917', '990807']"
1943,660587,J,2019-10-29 15:06:18,"['883685', '883240']",n,"['990917', '990807']"
1944,660588,G,2019-10-29 10:47:56,"['883532', '883694', '883737', '883724', '883693']",j,"['990931', '990919', '990879', '990927']"
1945,660588,H,2019-10-29 17:14:58,"['883532', '883694', '883737', '883724', '883693']",j,"['990931', '990919', '990879', '990927']"
1946,660588,J,2019-10-29 17:58:17,"['883532', '883694', '883737', '883724', '883693']",j,"['990931', '990919', '990879', '990927']"
1947,660589,G,2019-10-29 14:43:21,"['883605', '883545', '883667', '883668']",c,"['990913', '990883', '990897']"
1948,660589,H,2019-10-30 08:57:42,"['883605', '883545', '883667', '883668']",c,"['990913', '990883', '990897']"
1949,660589,J,2019-10-30 14:48:38,"['883605', '883545', '883667', '883668']",c,"['990913', '990883', '990897']"
1950,660590,G,2019-10-29 15:53:55,"['883728', '883702', '883706', '883707', '883616', '882931', '883701']",m,"['990921', '990723', '990929', '990900', '990922']"
1951,660590,H,2019-10-30 09:20:48,"['883728', '883702', '883706', '883707', '883616', '882931', '883701']",m,"['990921', '990723', '990929', '990900', '990922']"
1952,660590,J,2019-10-30 14:01:34,"['883728', '883702', '883706', '883707', '883616', '882931', '883701']",m,"['990921', '990723', '990929', '990900', '990922']"
1953,660591,G,2019-10-29 16:58:10,"['883687', '883690', '883689', '883688']",d,['990918']
1954,660591,H,2019-10-30 16:35:29,"['883687', '883690', '883689', '883688']",d,['990918']
1955,660591,J,2019-10-31 15:03:12,"['883687', '883690', '883689', '883688']",d,['990918']
1956,660592,G,2019-10-29 17:59:56,"['883699', '883697', '883700', '883749', '883696', '883755', '883752', '883753', '883754']",i,"['990920', '990935']"
1957,660592,H,2019-10-30 17:47:30,"['883699', '883697', '883700', '883749', '883696', '883755', '883752', '883753', '883754']",i,"['990920', '990935']"
